line_id,entry_id,period,voucher_type,voucher_subtype,line_no,posting_date,created_at,user,account,account_number,account_name,root_type,debit,credit,party_type,party,against,cost_center,remarks,company
13a096d028,ACC-PINV-2025-00184,P1,Purchase Invoice,Purchase Invoice,1,2025-06-13,2025-06-13 13:56:01.930862,ap.clerk@meridian.example,5226 - Contractor Services - MTC,5226,Contractor Services,Expense,9457.26,0.0,,,Fairbanks Consulting,Admin - MTC,Fairbanks Consulting June 2025 billing,Meridian Trading Co.
8b3a162607,ACC-PINV-2025-00184,P1,Purchase Invoice,Purchase Invoice,2,2025-06-13,2025-06-13 13:56:01.930862,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,9457.26,Supplier,Fairbanks Consulting,5226 - Contractor Services - MTC,,Fairbanks Consulting June 2025 billing,Meridian Trading Co.
1043b32477,ACC-SINV-2025-00278,P1,Sales Invoice,Sales Invoice,1,2025-06-13,2025-06-13 12:11:48.854957,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,212.55,,,Juniper & Co,Sales Ops - MTC,Customer order Juniper & Co Jun 2025,Meridian Trading Co.
235d87ea58,ACC-SINV-2025-00278,P1,Sales Invoice,Sales Invoice,2,2025-06-13,2025-06-13 12:11:48.854957,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,934.98,,,Juniper & Co,Admin - MTC,Customer order Juniper & Co Jun 2025,Meridian Trading Co.
36d9edb2cc,ACC-SINV-2025-00278,P1,Sales Invoice,Sales Invoice,3,2025-06-13,2025-06-13 12:11:48.854957,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,16518.05,0.0,Customer,Juniper & Co,"4110 - Sales - MTC,4120 - Service - MTC",,Customer order Juniper & Co Jun 2025,Meridian Trading Co.
a5e0152cd5,ACC-SINV-2025-00278,P1,Sales Invoice,Sales Invoice,4,2025-06-13,2025-06-13 12:11:48.854957,ar.clerk@meridian.example,4120 - Service - MTC,4120,Service,Income,0.0,4167.72,,,Juniper & Co,Sales Ops - MTC,Customer order Juniper & Co Jun 2025,Meridian Trading Co.
f2e1022018,ACC-SINV-2025-00278,P1,Sales Invoice,Sales Invoice,5,2025-06-13,2025-06-13 12:11:48.854957,ar.clerk@meridian.example,4120 - Service - MTC,4120,Service,Income,0.0,11202.8,,,Juniper & Co,Warehouse - MTC,Customer order Juniper & Co Jun 2025,Meridian Trading Co.
18c25e4cd8,ACC-SINV-2025-00282,P1,Sales Invoice,Sales Invoice,1,2025-06-13,2025-06-13 11:57:02.165886,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,696.52,,,Pactrail Sports,Sales Ops - MTC,Customer order Pactrail Sports Jun 2025,Meridian Trading Co.
69b7b421ac,ACC-SINV-2025-00282,P1,Sales Invoice,Sales Invoice,2,2025-06-13,2025-06-13 11:57:02.165886,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,94.85,,,Pactrail Sports,Warehouse - MTC,Customer order Pactrail Sports Jun 2025,Meridian Trading Co.
ac9bd20ea9,ACC-SINV-2025-00282,P1,Sales Invoice,Sales Invoice,3,2025-06-13,2025-06-13 11:57:02.165886,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,82.17,,,Pactrail Sports,Admin - MTC,Customer order Pactrail Sports Jun 2025,Meridian Trading Co.
bf4dfcee0e,ACC-SINV-2025-00282,P1,Sales Invoice,Sales Invoice,4,2025-06-13,2025-06-13 11:57:02.165886,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1451.67,0.0,Customer,Pactrail Sports,"4110 - Sales - MTC,4130 - Freight Income - MTC",,Customer order Pactrail Sports Jun 2025,Meridian Trading Co.
f557456261,ACC-SINV-2025-00282,P1,Sales Invoice,Sales Invoice,5,2025-06-13,2025-06-13 11:57:02.165886,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,578.13,,,Pactrail Sports,Admin - MTC,Customer order Pactrail Sports Jun 2025,Meridian Trading Co.
2968e9c4d7,ACC-SINV-2025-00304,P1,Sales Invoice,Sales Invoice,1,2025-06-13,2025-06-13 08:45:30.195510,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,107.94,,,Cascade Outfitters,Admin - MTC,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
3bd80570a3,ACC-SINV-2025-00304,P1,Sales Invoice,Sales Invoice,2,2025-06-13,2025-06-13 08:45:30.195510,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1307.4,,,Cascade Outfitters,Sales Ops - MTC,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
64ae7ac833,ACC-SINV-2025-00304,P1,Sales Invoice,Sales Invoice,3,2025-06-13,2025-06-13 08:45:30.195510,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,491.64,,,Cascade Outfitters,Warehouse - MTC,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
7887be2644,ACC-SINV-2025-00304,P1,Sales Invoice,Sales Invoice,4,2025-06-13,2025-06-13 08:45:30.195510,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1906.98,0.0,Customer,Cascade Outfitters,4110 - Sales - MTC,,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
cafdcea396,ACC-PAY-2025-00306,P1,Payment Entry,Payment Entry,1,2025-06-14,2025-06-16 15:25:41.209933,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,846.94,0.0,,,Northwind Retail,,Amount USD 846.94 received from Northwind Retail | Transaction reference no ACH-25-00229 dated 2025-06-14 | Amount USD 846.94 adjusted against Sales Invoice ACC-SINV-2025-00229,Meridian Trading Co.
e40b457745,ACC-PAY-2025-00306,P1,Payment Entry,Payment Entry,2,2025-06-14,2025-06-16 15:25:41.209933,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,846.94,Customer,Northwind Retail,1210 - Primary Checking - MTC,,Amount USD 846.94 received from Northwind Retail | Transaction reference no ACH-25-00229 dated 2025-06-14 | Amount USD 846.94 adjusted against Sales Invoice ACC-SINV-2025-00229,Meridian Trading Co.
8c823a913f,ACC-PAY-2025-00322,P1,Payment Entry,Payment Entry,1,2025-06-14,2025-06-16 08:38:39.828164,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,1008.91,0.0,,,Juniper & Co,,Amount USD 1008.91 received from Juniper & Co | Transaction reference no ACH-25-00248 dated 2025-06-14 | Amount USD 1008.91 adjusted against Sales Invoice ACC-SINV-2025-00248,Meridian Trading Co.
fc86137aa5,ACC-PAY-2025-00322,P1,Payment Entry,Payment Entry,2,2025-06-14,2025-06-16 08:38:39.828164,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1008.91,Customer,Juniper & Co,1210 - Primary Checking - MTC,,Amount USD 1008.91 received from Juniper & Co | Transaction reference no ACH-25-00248 dated 2025-06-14 | Amount USD 1008.91 adjusted against Sales Invoice ACC-SINV-2025-00248,Meridian Trading Co.
7e2d8f0c66,ACC-PAY-2025-00386,P1,Payment Entry,Payment Entry,1,2025-06-14,2025-06-16 09:50:51.350801,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,1030.64,0.0,,,Northwind Retail,,Amount USD 1030.64 received from Northwind Retail | Transaction reference no ACH-25-00296 dated 2025-06-14 | Amount USD 1030.64 adjusted against Sales Invoice ACC-SINV-2025-00296,Meridian Trading Co.
f4a8f9e37f,ACC-PAY-2025-00386,P1,Payment Entry,Payment Entry,2,2025-06-14,2025-06-16 09:50:51.350801,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1030.64,Customer,Northwind Retail,1210 - Primary Checking - MTC,,Amount USD 1030.64 received from Northwind Retail | Transaction reference no ACH-25-00296 dated 2025-06-14 | Amount USD 1030.64 adjusted against Sales Invoice ACC-SINV-2025-00296,Meridian Trading Co.
7a6a4fa1d5,ACC-PAY-2025-00415,P1,Payment Entry,Payment Entry,1,2025-06-14,2025-06-16 08:50:13.170907,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,1251.59,,,Orchard Wholesale,,Amount USD 1251.59 paid to Orchard Wholesale | Transaction reference no ACH-25-00160 dated 2025-06-14 | Amount USD 1251.59 adjusted against Purchase Invoice ACC-PINV-2025-00160,Meridian Trading Co.
864cdc7706,ACC-PAY-2025-00415,P1,Payment Entry,Payment Entry,2,2025-06-14,2025-06-16 08:50:13.170907,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,1251.59,0.0,Supplier,Orchard Wholesale,1210 - Primary Checking - MTC,,Amount USD 1251.59 paid to Orchard Wholesale | Transaction reference no ACH-25-00160 dated 2025-06-14 | Amount USD 1251.59 adjusted against Purchase Invoice ACC-PINV-2025-00160,Meridian Trading Co.
42eb7593f5,ACC-PAY-2025-00332,P1,Payment Entry,Payment Entry,1,2025-06-15,2025-06-16 08:28:26.285612,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,7449.15,0.0,,,Summit Rentals,,Amount USD 7449.15 received from Summit Rentals | Transaction reference no ACH-25-00261 dated 2025-06-15 | Amount USD 7449.15 adjusted against Sales Invoice ACC-SINV-2025-00261,Meridian Trading Co.
bd8cbcdd95,ACC-PAY-2025-00332,P1,Payment Entry,Payment Entry,2,2025-06-15,2025-06-16 08:28:26.285612,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,7449.15,Customer,Summit Rentals,1210 - Primary Checking - MTC,,Amount USD 7449.15 received from Summit Rentals | Transaction reference no ACH-25-00261 dated 2025-06-15 | Amount USD 7449.15 adjusted against Sales Invoice ACC-SINV-2025-00261,Meridian Trading Co.
f9c1807192,ACC-PAY-2025-00345,P1,Payment Entry,Payment Entry,1,2025-06-16,2025-06-16 10:21:05.965492,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,2126.72,,,Orchard Wholesale,,Amount USD 2126.72 paid to Orchard Wholesale | Transaction reference no ACH-25-00130 dated 2025-06-16 | Amount USD 2126.72 adjusted against Purchase Invoice ACC-PINV-2025-00130,Meridian Trading Co.
fe9a7b249e,ACC-PAY-2025-00345,P1,Payment Entry,Payment Entry,2,2025-06-16,2025-06-16 10:21:05.965492,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,2126.72,0.0,Supplier,Orchard Wholesale,1210 - Primary Checking - MTC,,Amount USD 2126.72 paid to Orchard Wholesale | Transaction reference no ACH-25-00130 dated 2025-06-16 | Amount USD 2126.72 adjusted against Purchase Invoice ACC-PINV-2025-00130,Meridian Trading Co.
7d25a45209,ACC-PAY-2025-00363,P1,Payment Entry,Payment Entry,1,2025-06-16,2025-06-16 10:30:26.725567,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,8437.08,,,Quill Marketing Group,,Amount USD 8437.08 paid to Quill Marketing Group | Transaction reference no ACH-25-00150 dated 2025-06-16 | Amount USD 8437.08 adjusted against Purchase Invoice ACC-PINV-2025-00150,Meridian Trading Co.
dce598c8a3,ACC-PAY-2025-00363,P1,Payment Entry,Payment Entry,2,2025-06-16,2025-06-16 10:30:26.725567,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,8437.08,0.0,Supplier,Quill Marketing Group,1210 - Primary Checking - MTC,,Amount USD 8437.08 paid to Quill Marketing Group | Transaction reference no ACH-25-00150 dated 2025-06-16 | Amount USD 8437.08 adjusted against Purchase Invoice ACC-PINV-2025-00150,Meridian Trading Co.
030b3b428b,ACC-PINV-2025-00168,P1,Purchase Invoice,Purchase Invoice,1,2025-06-16,2025-06-16 12:47:19.140581,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,500.49,Supplier,Vulcan Materials Co,5111 - Cost of Goods Sold - MTC,,Vulcan Materials Co June 2025 billing,Meridian Trading Co.
bce970e37b,ACC-PINV-2025-00168,P1,Purchase Invoice,Purchase Invoice,2,2025-06-16,2025-06-16 12:47:19.140581,ap.clerk@meridian.example,5111 - Cost of Goods Sold - MTC,5111,Cost of Goods Sold,Expense,500.49,0.0,,,Vulcan Materials Co,Warehouse - MTC,Vulcan Materials Co June 2025 billing,Meridian Trading Co.
01737ce2aa,ACC-PINV-2025-00169,P1,Purchase Invoice,Purchase Invoice,1,2025-06-16,2025-06-16 15:06:11.490223,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,9224.1,Supplier,Beacon Freight,5205 - Freight and Forwarding Charges - MTC,,Beacon Freight June 2025 billing,Meridian Trading Co.
46ff71d515,ACC-PINV-2025-00169,P1,Purchase Invoice,Purchase Invoice,2,2025-06-16,2025-06-16 15:06:11.490223,ap.clerk@meridian.example,5205 - Freight and Forwarding Charges - MTC,5205,Freight and Forwarding Charges,Expense,9224.1,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight June 2025 billing,Meridian Trading Co.
4d6e0d1fad,ACC-SINV-2025-00276,P1,Sales Invoice,Sales Invoice,1,2025-06-16,2025-06-16 16:32:05.659723,ar.clerk@meridian.example,4120 - Service - MTC,4120,Service,Income,0.0,6986.68,,,Timberline Schools,Sales Ops - MTC,Customer order Timberline Schools Jun 2025,Meridian Trading Co.
5a5691cba9,ACC-SINV-2025-00276,P1,Sales Invoice,Sales Invoice,2,2025-06-16,2025-06-16 16:32:05.659723,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1626.5,,,Timberline Schools,Sales Ops - MTC,Customer order Timberline Schools Jun 2025,Meridian Trading Co.
8ccfc953e5,ACC-SINV-2025-00276,P1,Sales Invoice,Sales Invoice,3,2025-06-16,2025-06-16 16:32:05.659723,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,8613.18,0.0,Customer,Timberline Schools,"4120 - Service - MTC,4110 - Sales - MTC",,Customer order Timberline Schools Jun 2025,Meridian Trading Co.
018be39db6,ACC-SINV-2025-00303,P1,Sales Invoice,Sales Invoice,1,2025-06-16,2025-06-16 12:27:42.205968,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,805.83,0.0,Customer,Brightline Offices,"4110 - Sales - MTC,4130 - Freight Income - MTC",,Customer order Brightline Offices Jun 2025,Meridian Trading Co.
021d4dda9a,ACC-SINV-2025-00303,P1,Sales Invoice,Sales Invoice,2,2025-06-16,2025-06-16 12:27:42.205968,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,677.99,,,Brightline Offices,Warehouse - MTC,Customer order Brightline Offices Jun 2025,Meridian Trading Co.
a3bac43521,ACC-SINV-2025-00303,P1,Sales Invoice,Sales Invoice,3,2025-06-16,2025-06-16 12:27:42.205968,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,82.23,,,Brightline Offices,Admin - MTC,Customer order Brightline Offices Jun 2025,Meridian Trading Co.
dbc0ab8ea1,ACC-SINV-2025-00303,P1,Sales Invoice,Sales Invoice,4,2025-06-16,2025-06-16 12:27:42.205968,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,45.61,,,Brightline Offices,Admin - MTC,Customer order Brightline Offices Jun 2025,Meridian Trading Co.
08ab1b46c2,ACC-PAY-2025-00333,P1,Payment Entry,Payment Entry,1,2025-06-17,2025-06-17 17:31:23.134859,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,3014.96,0.0,,,Juniper & Co,,Amount USD 3014.96 received from Juniper & Co | Transaction reference no ACH-25-00262 dated 2025-06-17 | Amount USD 3014.96 adjusted against Sales Invoice ACC-SINV-2025-00262,Meridian Trading Co.
a92ffdf01d,ACC-PAY-2025-00333,P1,Payment Entry,Payment Entry,2,2025-06-17,2025-06-17 17:31:23.134859,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,3014.96,Customer,Juniper & Co,1210 - Primary Checking - MTC,,Amount USD 3014.96 received from Juniper & Co | Transaction reference no ACH-25-00262 dated 2025-06-17 | Amount USD 3014.96 adjusted against Sales Invoice ACC-SINV-2025-00262,Meridian Trading Co.
8ec72fd1e7,ACC-PAY-2025-00342,P1,Payment Entry,Payment Entry,1,2025-06-17,2025-06-17 13:04:09.294719,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,15802.92,0.0,Supplier,Orchard Wholesale,1210 - Primary Checking - MTC,,Amount USD 15802.92 paid to Orchard Wholesale | Transaction reference no ACH-25-00125 dated 2025-06-17 | Amount USD 15802.92 adjusted against Purchase Invoice ACC-PINV-2025-00125,Meridian Trading Co.
b4e122d53b,ACC-PAY-2025-00342,P1,Payment Entry,Payment Entry,2,2025-06-17,2025-06-17 13:04:09.294719,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,15802.92,,,Orchard Wholesale,,Amount USD 15802.92 paid to Orchard Wholesale | Transaction reference no ACH-25-00125 dated 2025-06-17 | Amount USD 15802.92 adjusted against Purchase Invoice ACC-PINV-2025-00125,Meridian Trading Co.
83f6aafd22,ACC-PAY-2025-00347,P1,Payment Entry,Payment Entry,1,2025-06-17,2025-06-17 12:13:06.745058,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,2664.7,0.0,Supplier,Vulcan Materials Co,1210 - Primary Checking - MTC,,Amount USD 2664.7 paid to Vulcan Materials Co | Transaction reference no ACH-25-00133 dated 2025-06-17 | Amount USD 2664.7 adjusted against Purchase Invoice ACC-PINV-2025-00133,Meridian Trading Co.
c8a294ba40,ACC-PAY-2025-00347,P1,Payment Entry,Payment Entry,2,2025-06-17,2025-06-17 12:13:06.745058,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,2664.7,,,Vulcan Materials Co,,Amount USD 2664.7 paid to Vulcan Materials Co | Transaction reference no ACH-25-00133 dated 2025-06-17 | Amount USD 2664.7 adjusted against Purchase Invoice ACC-PINV-2025-00133,Meridian Trading Co.
286ae4fe37,ACC-PINV-2025-00172,P1,Purchase Invoice,Purchase Invoice,1,2025-06-17,2025-06-17 13:02:16.351717,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,10664.8,Supplier,Beacon Freight,5205 - Freight and Forwarding Charges - MTC,,Beacon Freight June 2025 billing,Meridian Trading Co.
5bd06ad2aa,ACC-PINV-2025-00172,P1,Purchase Invoice,Purchase Invoice,2,2025-06-17,2025-06-17 13:02:16.351717,ap.clerk@meridian.example,5205 - Freight and Forwarding Charges - MTC,5205,Freight and Forwarding Charges,Expense,10664.8,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight June 2025 billing,Meridian Trading Co.
60974ac6fc,ACC-PINV-2025-00177,P1,Purchase Invoice,Purchase Invoice,1,2025-06-17,2025-06-17 10:51:33.268810,ap.clerk@meridian.example,5217 - Utility Expenses - MTC,5217,Utility Expenses,Expense,12053.62,0.0,,,Metro Utilities,Admin - MTC,Metro Utilities June 2025 billing,Meridian Trading Co.
67a8fc6168,ACC-PINV-2025-00177,P1,Purchase Invoice,Purchase Invoice,2,2025-06-17,2025-06-17 10:51:33.268810,ap.clerk@meridian.example,5210 - Postal Expenses - MTC,5210,Postal Expenses,Expense,1332.82,0.0,,,Metro Utilities,Admin - MTC,Metro Utilities June 2025 billing,Meridian Trading Co.
c1e77a82e7,ACC-PINV-2025-00177,P1,Purchase Invoice,Purchase Invoice,3,2025-06-17,2025-06-17 10:51:33.268810,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,13386.44,Supplier,Metro Utilities,"5217 - Utility Expenses - MTC,5210 - Postal Expenses - MTC",,Metro Utilities June 2025 billing,Meridian Trading Co.
9c3d1bd74b,ACC-PINV-2025-00180,P1,Purchase Invoice,Purchase Invoice,1,2025-06-17,2025-06-17 14:45:07.191743,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,12028.21,Supplier,Quill Marketing Group,5207 - Marketing Expenses - MTC,,Quill Marketing Group June 2025 billing,Meridian Trading Co.
df0bfb8a28,ACC-PINV-2025-00180,P1,Purchase Invoice,Purchase Invoice,2,2025-06-17,2025-06-17 14:45:07.191743,ap.clerk@meridian.example,5207 - Marketing Expenses - MTC,5207,Marketing Expenses,Expense,12028.21,0.0,,,Quill Marketing Group,Admin - MTC,Quill Marketing Group June 2025 billing,Meridian Trading Co.
6b1a2ad020,ACC-PINV-2025-00183,P1,Purchase Invoice,Purchase Invoice,1,2025-06-17,2025-06-17 10:41:03.974281,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,8148.17,Supplier,Fairbanks Consulting,5226 - Contractor Services - MTC,,Fairbanks Consulting June 2025 billing,Meridian Trading Co.
b8e1bb5ff0,ACC-PINV-2025-00183,P1,Purchase Invoice,Purchase Invoice,2,2025-06-17,2025-06-17 10:41:03.974281,ap.clerk@meridian.example,5226 - Contractor Services - MTC,5226,Contractor Services,Expense,8148.17,0.0,,,Fairbanks Consulting,Admin - MTC,Fairbanks Consulting June 2025 billing,Meridian Trading Co.
440078665e,ACC-SINV-2025-00305,P1,Sales Invoice,Sales Invoice,1,2025-06-17,2025-06-17 12:39:35.716003,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,3337.35,,,Cascade Outfitters,Sales Ops - MTC,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
6aa470406f,ACC-SINV-2025-00305,P1,Sales Invoice,Sales Invoice,2,2025-06-17,2025-06-17 12:39:35.716003,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1450.05,,,Cascade Outfitters,Warehouse - MTC,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
6f8af374db,ACC-SINV-2025-00305,P1,Sales Invoice,Sales Invoice,3,2025-06-17,2025-06-17 12:39:35.716003,ar.clerk@meridian.example,4120 - Service - MTC,4120,Service,Income,0.0,5672.85,,,Cascade Outfitters,Sales Ops - MTC,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
912cc6cd60,ACC-SINV-2025-00305,P1,Sales Invoice,Sales Invoice,4,2025-06-17,2025-06-17 12:39:35.716003,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,627.62,,,Cascade Outfitters,Admin - MTC,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
ef7c68e8d6,ACC-SINV-2025-00305,P1,Sales Invoice,Sales Invoice,5,2025-06-17,2025-06-17 12:39:35.716003,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,11087.87,0.0,Customer,Cascade Outfitters,"4110 - Sales - MTC,4120 - Service - MTC",,Customer order Cascade Outfitters Jun 2025,Meridian Trading Co.
3faaf08da7,ACC-PAY-2025-00320,P1,Payment Entry,Payment Entry,1,2025-06-18,2025-06-18 12:44:25.544615,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,522.61,0.0,,,Northwind Retail,,Amount USD 522.61 received from Northwind Retail | Transaction reference no ACH-25-00246 dated 2025-06-18 | Amount USD 522.61 adjusted against Sales Invoice ACC-SINV-2025-00246,Meridian Trading Co.
7fe4bffd78,ACC-PAY-2025-00320,P1,Payment Entry,Payment Entry,2,2025-06-18,2025-06-18 12:44:25.544615,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,522.61,Customer,Northwind Retail,1210 - Primary Checking - MTC,,Amount USD 522.61 received from Northwind Retail | Transaction reference no ACH-25-00246 dated 2025-06-18 | Amount USD 522.61 adjusted against Sales Invoice ACC-SINV-2025-00246,Meridian Trading Co.
3cf50d2a95,ACC-PAY-2025-00346,P1,Payment Entry,Payment Entry,1,2025-06-18,2025-06-18 08:22:51.752745,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,3463.3,,,Orchard Wholesale,,Amount USD 3463.3 paid to Orchard Wholesale | Transaction reference no ACH-25-00132 dated 2025-06-18 | Amount USD 3463.3 adjusted against Purchase Invoice ACC-PINV-2025-00132,Meridian Trading Co.
d97a671f8a,ACC-PAY-2025-00346,P1,Payment Entry,Payment Entry,2,2025-06-18,2025-06-18 08:22:51.752745,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,3463.3,0.0,Supplier,Orchard Wholesale,1210 - Primary Checking - MTC,,Amount USD 3463.3 paid to Orchard Wholesale | Transaction reference no ACH-25-00132 dated 2025-06-18 | Amount USD 3463.3 adjusted against Purchase Invoice ACC-PINV-2025-00132,Meridian Trading Co.
7b02012d15,ACC-PINV-2025-00173,P1,Purchase Invoice,Purchase Invoice,1,2025-06-18,2025-06-18 10:53:46.241126,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,1220.26,Supplier,Cobalt IT Services,5230 - IT and Software Expenses - MTC,,Cobalt IT Services June 2025 billing,Meridian Trading Co.
cc015620db,ACC-PINV-2025-00173,P1,Purchase Invoice,Purchase Invoice,2,2025-06-18,2025-06-18 10:53:46.241126,ap.clerk@meridian.example,5230 - IT and Software Expenses - MTC,5230,IT and Software Expenses,Expense,1220.26,0.0,,,Cobalt IT Services,Admin - MTC,Cobalt IT Services June 2025 billing,Meridian Trading Co.
50959ee2eb,ACC-PINV-2025-00182,P1,Purchase Invoice,Purchase Invoice,1,2025-06-18,2025-06-18 16:12:04.451571,ap.clerk@meridian.example,5229 - Security Expenses - MTC,5229,Security Expenses,Expense,16878.44,0.0,,,Ironclad Security,Admin - MTC,Ironclad Security June 2025 billing,Meridian Trading Co.
de84cc4b9a,ACC-PINV-2025-00182,P1,Purchase Invoice,Purchase Invoice,2,2025-06-18,2025-06-18 16:12:04.451571,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,16878.44,Supplier,Ironclad Security,5229 - Security Expenses - MTC,,Ironclad Security June 2025 billing,Meridian Trading Co.
3b192e5bf7,ACC-SINV-2025-00284,P1,Sales Invoice,Sales Invoice,1,2025-06-18,2025-06-18 16:04:17.089959,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,10582.85,0.0,Customer,Kestrel Foods,"4120 - Service - MTC,4130 - Freight Income - MTC,4110 - Sales - MTC",,Customer order Kestrel Foods Jun 2025,Meridian Trading Co.
91563b0f6f,ACC-SINV-2025-00284,P1,Sales Invoice,Sales Invoice,2,2025-06-18,2025-06-18 16:04:17.089959,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,174.1,,,Kestrel Foods,Sales Ops - MTC,Customer order Kestrel Foods Jun 2025,Meridian Trading Co.
9333205b0d,ACC-SINV-2025-00284,P1,Sales Invoice,Sales Invoice,3,2025-06-18,2025-06-18 16:04:17.089959,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,599.03,,,Kestrel Foods,Admin - MTC,Customer order Kestrel Foods Jun 2025,Meridian Trading Co.
d2dc1868c0,ACC-SINV-2025-00284,P1,Sales Invoice,Sales Invoice,4,2025-06-18,2025-06-18 16:04:17.089959,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,1589.2,,,Kestrel Foods,Admin - MTC,Customer order Kestrel Foods Jun 2025,Meridian Trading Co.
